,date,SCAN_N,DEX1,DEX2,rams2x,rams2z,initial_load_volts,initial_load_newtons,initial_screw,final_load_volts,final_load_newtons,final_screw,ome_start_req,ome_end_req,nframes_req,ome_start_real,ome_end_real,nframes_real,step_real,count_time,load_step,MECHTEST_CYCLE_NUM,foil_in,det,junkstart,goodstart,ramsx,ramsz,scan_type
7,2023-11-11 19:46:16,8,,,,,-1,-2.3844,-15.1225,-1,-1.75778,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,27837.0,27841.0,-1.83105e-07,-0.2375,
8,2023-11-11 20:00:26,9,,,,,-1,-1.75778,-15.1225,-1,-0.81785,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,28203.0,28207.0,-1.83105e-07,-0.1425,
9,2023-11-11 20:13:22,10,,,,,-1,-0.50454,-15.1225,-1,-2.07109,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,28569.0,28573.0,-1.83105e-07,-0.1425,
10,2023-11-11 20:26:18,11,,,,,-1,-2.3844,-15.1225,-1,-2.3844,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,28935.0,28939.0,-1.83105e-07,-0.1425,
11,2023-11-11 20:39:13,12,,,,,-1,-2.3844,-15.1225,-1,-1.44447,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,29300.0,29304.0,-1.83105e-07,-0.1425,
12,2023-11-11 20:53:24,13,,,,,-1,-1.44447,-15.1225,-1,-0.19123,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,29666.0,29670.0,-1.83105e-07,-0.0475,
13,2023-11-11 21:06:20,14,,,,,-1,-0.19123,-15.1225,-1,-1.75778,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,30032.0,30036.0,-1.83105e-07,-0.0475,
14,2023-11-11 21:19:16,15,,,,,-1,-1.75778,-15.1225,-1,-2.07109,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,30398.0,30402.0,-1.83105e-07,-0.0475,
15,2023-11-11 21:32:12,16,,,,,-1,-1.75778,-15.1225,-1,-1.13116,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,30764.0,30768.0,-1.83105e-07,-0.0475,
16,2023-11-11 21:46:22,17,,,,,-1,-1.44447,-15.1225,-1,0.12208,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,31130.0,31134.0,-1.83105e-07,0.0475,
17,2023-11-11 21:59:18,18,,,,,-1,-0.19123,-15.1225,-1,-1.75778,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,31496.0,31500.0,-1.83105e-07,0.0475,
18,2023-11-11 22:12:14,19,,,,,-1,-1.75778,-15.1225,-1,-1.75778,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,31862.0,31866.0,-1.83105e-07,0.0475,
19,2023-11-11 22:25:10,20,,,,,-1,-1.44447,-15.1225,-1,-1.13116,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,32228.0,32232.0,-1.83105e-07,0.0475,
20,2023-11-11 22:39:20,21,,,,,-1,-1.13116,-15.1225,-1,0.12208,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,32594.0,32598.0,-1.83105e-07,0.1425,
21,2023-11-11 22:52:16,22,,,,,-1,0.12208,-15.1225,-1,-1.75778,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,32960.0,32964.0,-1.83105e-07,0.1425,
22,2023-11-11 23:05:12,23,,,,,-1,-1.75778,-15.1225,-1,-2.07109,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,33326.0,33330.0,-1.83105e-07,0.1425,
23,2023-11-11 23:18:08,24,,,,,-1,-2.07109,-15.1225,-1,-1.13116,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,33692.0,33696.0,-1.83105e-07,0.1425,
24,2023-11-11 23:32:18,25,,,,,-1,-1.13116,-15.1225,-1,0.12208,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,34058.0,34062.0,-1.83105e-07,0.2375,
25,2023-11-11 23:45:14,26,,,,,-1,0.12208,-15.1225,-1,-2.07109,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,34424.0,34428.0,-1.83105e-07,0.2375,
26,2023-11-11 23:58:10,27,,,,,-1,-1.75778,-15.1225,-1,-1.75778,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,34790.0,34794.0,-1.83105e-07,0.2375,
27,2023-11-12 00:11:06,28,,,,,-1,-2.07109,-15.1225,-1,-1.75778,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,35156.0,35160.0,-1.83105e-07,0.2375,
28,2023-11-12 00:25:16,29,,,,,-1,-1.75778,-15.1225,-1,-0.19123,-15.1225,0,90,360,-0.000635593,89.9231,360,0.249788,2.0,0,1,0,retiga,35521.0,35525.0,-1.83105e-07,0.3325,
29,2023-11-12 00:38:11,30,,,,,-1,-0.19123,-15.1225,-1,-1.75778,-15.1225,90,180,360,89.9994,179.923,360,0.249788,2.0,0,1,0,retiga,35887.0,35891.0,-1.83105e-07,0.3325,
30,2023-11-12 00:51:07,31,,,,,-1,-1.75778,-15.1225,-1,-2.07109,-15.1225,180,270,360,179.999,269.923,360,0.249788,2.0,0,1,0,retiga,36253.0,36257.0,-1.83105e-07,0.3325,
31,2023-11-12 01:04:03,32,,,,,-1,-2.07109,-15.1225,-1,-1.75778,-15.1225,270,360,360,269.999,359.923,360,0.249788,2.0,0,1,0,retiga,36619.0,36623.0,-1.83105e-07,0.3325,
0,2023-11-12 01:13:27,1,231.0,231.0,-1.83105e-07,-0.35,-1,-3.01102,-15.1225,-1,-1.75778,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-12 01:21:08,2,232.0,232.0,-1.83105e-07,-0.25,-1,-1.75778,-15.1225,-1,-1.75778,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-12 01:28:55,3,233.0,233.0,-1.83105e-07,-0.15,-1,-1.44447,-15.1225,-1,-1.75778,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-12 01:36:43,4,234.0,234.0,-1.83105e-07,-0.05,-1,-1.44447,-15.1225,-1,-1.44447,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-12 01:44:27,5,235.0,235.0,-1.83105e-07,0.05,-1,-1.44447,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-12 01:52:09,6,236.0,236.0,-1.83105e-07,0.15,-1,-1.13116,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-12 01:59:50,7,237.0,237.0,-1.83105e-07,0.25,-1,-1.44447,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-12 02:07:37,8,238.0,238.0,-1.83105e-07,0.35,-1,-1.13116,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
8,2023-11-12 08:37:08,12,242.0,242.0,-1.83105e-07,-0.35,-1,-1.44447,-15.1225,-1,-1.75778,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
9,2023-11-12 08:44:54,13,243.0,243.0,-1.83105e-07,-0.25,-1,-1.44447,-15.1225,-1,-1.75778,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
10,2023-11-12 08:52:38,14,244.0,244.0,-1.83105e-07,-0.15,-1,-1.75778,-15.1225,-1,-1.44447,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
11,2023-11-12 09:00:31,15,245.0,245.0,-1.83105e-07,-0.05,-1,-1.44447,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
12,2023-11-12 09:08:21,16,246.0,246.0,-1.83105e-07,0.05,-1,-1.13116,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
13,2023-11-12 09:16:04,17,247.0,247.0,-1.83105e-07,0.15,-1,-1.44447,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
14,2023-11-12 09:24:00,18,248.0,248.0,-1.83105e-07,0.25,-1,-1.13116,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
15,2023-11-12 09:31:50,19,249.0,249.0,-1.83105e-07,0.35,-1,-1.13116,-15.1225,-1,-1.13116,-15.1225,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
0,2023-11-12 10:24:30,2,252.0,252.0,-1.83105e-07,-0.35,-1,-11.4704,-15.1272,-1,-11.4704,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
1,2023-11-12 10:32:13,3,253.0,253.0,-1.83105e-07,-0.25,-1,-12.097,-15.1272,-1,-11.7837,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
2,2023-11-12 10:39:58,4,254.0,254.0,-1.83105e-07,-0.15,-1,-11.4704,-15.1272,-1,-11.7837,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
3,2023-11-12 10:47:45,5,255.0,255.0,-1.83105e-07,-0.05,-1,-11.4704,-15.1272,-1,-11.7837,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
4,2023-11-12 10:55:35,6,256.0,256.0,-1.83105e-07,0.05,-1,-11.4704,-15.1272,-1,-11.1571,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
5,2023-11-12 11:03:30,7,257.0,257.0,-1.83105e-07,0.15,-1,-11.1571,-15.1272,-1,-11.1571,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
6,2023-11-12 11:11:21,8,258.0,258.0,-1.83105e-07,0.25,-1,-11.1571,-15.1272,-1,-11.1571,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
7,2023-11-12 11:19:17,9,259.0,259.0,-1.83105e-07,0.35,-1,-11.4704,-15.1272,-1,-11.4704,-15.1272,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
8,2023-11-12 11:42:18,11,261.0,261.0,-1.83105e-07,-0.35,-1,-22.4362,-15.1328,-1,-21.8096,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
9,2023-11-12 11:50:01,12,262.0,262.0,-1.83105e-07,-0.25,-1,-22.1229,-15.1328,-1,-21.8096,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
10,2023-11-12 11:57:55,13,263.0,263.0,-1.83105e-07,-0.15,-1,-21.4963,-15.1328,-1,-21.8096,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
11,2023-11-12 12:05:51,14,264.0,264.0,-1.83105e-07,-0.05,-1,-21.8096,-15.1328,-1,-21.4963,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
12,2023-11-12 12:13:33,15,265.0,265.0,-1.83105e-07,0.05,-1,-21.183,-15.1328,-1,-21.4963,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
13,2023-11-12 12:21:19,16,266.0,266.0,-1.83105e-07,0.15,-1,-21.183,-15.1328,-1,-21.183,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
14,2023-11-12 13:07:32,19,269.0,269.0,-1.83105e-07,0.25,-1,-20.5564,-15.1328,-1,-20.8697,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
15,2023-11-12 13:15:22,20,270.0,270.0,-1.83105e-07,0.35,-1,-21.183,-15.1328,-1,-21.183,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
16,2023-11-12 13:23:11,21,271.0,271.0,-1.83105e-07,-0.35,-1,-21.183,-15.1328,-1,-21.4963,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
17,2023-11-12 13:30:55,22,272.0,272.0,-1.83105e-07,-0.25,-1,-21.183,-15.1328,-1,-21.4963,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
18,2023-11-12 13:38:41,23,273.0,273.0,-1.83105e-07,-0.15,-1,-21.183,-15.1328,-1,-21.183,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
19,2023-11-12 13:46:25,24,274.0,274.0,-1.83105e-07,-0.05,-1,-21.183,-15.1328,-1,-21.183,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
20,2023-11-12 13:54:06,25,275.0,275.0,-1.83105e-07,0.05,-1,-20.8697,-15.1328,-1,-20.8697,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
21,2023-11-12 14:01:50,26,276.0,276.0,-1.83105e-07,0.15,-1,-20.8697,-15.1328,-1,-20.8697,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
22,2023-11-12 14:09:37,27,277.0,277.0,-1.83105e-07,0.25,-1,-20.5564,-15.1328,-1,-21.183,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
23,2023-11-12 14:17:22,28,278.0,278.0,-1.83105e-07,0.35,-1,-20.8697,-15.1328,-1,-20.8697,-15.1328,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
24,2023-11-12 14:59:33,35,280.0,280.0,-1.83105e-07,-0.35,-1,-32.7755,-15.1403,-1,-32.7755,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
25,2023-11-12 15:07:16,36,281.0,281.0,-1.83105e-07,-0.25,-1,-32.7755,-15.1403,-1,-33.0888,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
26,2023-11-12 15:15:00,37,282.0,282.0,-1.83105e-07,-0.15,-1,-32.4622,-15.1403,-1,-32.4622,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
27,2023-11-12 15:22:47,38,283.0,283.0,-1.83105e-07,-0.05,-1,-32.1489,-15.1403,-1,-32.4622,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
28,2023-11-12 15:30:34,39,284.0,284.0,-1.83105e-07,0.05,-1,-32.1489,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
29,2023-11-12 15:38:17,40,285.0,285.0,-1.83105e-07,0.15,-1,-31.8355,-15.1403,-1,-32.1489,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
30,2023-11-12 15:45:58,41,286.0,286.0,-1.83105e-07,0.25,-1,-31.8355,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
31,2023-11-12 15:53:40,42,287.0,287.0,-1.83105e-07,0.35,-1,-31.8355,-15.1403,-1,-32.1489,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
32,2023-11-12 16:01:29,43,288.0,288.0,-1.83105e-07,-0.35,-1,-32.7755,-15.1403,-1,-32.4622,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
33,2023-11-12 16:09:18,44,289.0,289.0,-1.83105e-07,-0.25,-1,-32.4622,-15.1403,-1,-32.4622,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
34,2023-11-12 16:16:59,45,290.0,290.0,-1.83105e-07,-0.15,-1,-32.1489,-15.1403,-1,-32.4622,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
35,2023-11-12 16:24:40,46,291.0,291.0,-1.83105e-07,-0.05,-1,-32.1489,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
36,2023-11-12 16:32:22,47,292.0,292.0,-1.83105e-07,0.05,-1,-31.8355,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
37,2023-11-12 16:40:05,48,293.0,293.0,-1.83105e-07,0.15,-1,-31.8355,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
38,2023-11-12 16:47:46,49,294.0,294.0,-1.83105e-07,0.25,-1,-31.8355,-15.1403,-1,-31.8355,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
39,2023-11-12 16:55:35,50,295.0,295.0,-1.83105e-07,0.35,-1,-31.8355,-15.1403,-1,-31.5222,-15.1403,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
40,2023-11-12 17:24:02,52,297.0,297.0,-1.83105e-07,-0.35,-1,-37.4751,-15.1445,-1,-36.8485,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
41,2023-11-12 17:31:43,53,298.0,298.0,-1.83105e-07,-0.25,-1,-36.8485,-15.1445,-1,-36.8485,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
42,2023-11-12 17:39:32,54,299.0,299.0,-1.83105e-07,-0.15,-1,-36.5352,-15.1445,-1,-36.8485,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
43,2023-11-12 17:47:12,55,300.0,300.0,-1.83105e-07,-0.05,-1,-36.5352,-15.1445,-1,-36.8485,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
44,2023-11-12 17:54:55,56,301.0,301.0,-1.83105e-07,0.05,-1,-36.5352,-15.1445,-1,-36.5352,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
45,2023-11-12 18:02:40,57,302.0,302.0,-1.83105e-07,0.15,-1,-35.9086,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
46,2023-11-12 18:10:20,58,303.0,303.0,-1.83105e-07,0.25,-1,-35.9086,-15.1445,-1,-36.5352,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
47,2023-11-12 18:18:12,59,304.0,304.0,-1.83105e-07,0.35,-1,-36.5352,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
48,2023-11-12 18:26:08,60,305.0,305.0,-1.83105e-07,-0.35,-1,-37.1618,-15.1445,-1,-36.5352,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
49,2023-11-12 18:41:32,62,307.0,307.0,-1.83105e-07,-0.25,-1,-36.8485,-15.1445,-1,-36.5352,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
50,2023-11-12 18:49:17,63,308.0,308.0,-1.83105e-07,-0.15,-1,-36.5352,-15.1445,-1,-36.8485,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
51,2023-11-12 18:56:57,64,309.0,309.0,-1.83105e-07,-0.05,-1,-36.5352,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
52,2023-11-12 19:04:41,65,310.0,310.0,-1.83105e-07,0.05,-1,-35.9086,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
53,2023-11-12 19:12:26,66,311.0,311.0,-1.83105e-07,0.15,-1,-36.2219,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
54,2023-11-12 19:20:17,67,312.0,312.0,-1.83105e-07,0.25,-1,-35.9086,-15.1445,-1,-35.9086,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
55,2023-11-12 19:28:02,68,313.0,313.0,-1.83105e-07,0.35,-1,-36.2219,-15.1445,-1,-36.2219,-15.1445,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
56,2023-11-12 19:56:50,70,315.0,315.0,-1.83105e-07,-0.35,-1,-33.4021,-15.1436,-1,-34.342,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
57,2023-11-12 20:04:36,71,316.0,316.0,-1.83105e-07,-0.25,-1,-34.0287,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
58,2023-11-12 20:12:16,72,317.0,317.0,-1.83105e-07,-0.15,-1,-33.7154,-15.1436,-1,-34.342,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
59,2023-11-12 20:19:58,73,318.0,318.0,-1.83105e-07,-0.05,-1,-33.7154,-15.1436,-1,-34.0287,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
60,2023-11-12 20:27:38,74,319.0,319.0,-1.83105e-07,0.05,-1,-34.0287,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
61,2023-11-12 20:35:19,75,320.0,320.0,-1.83105e-07,0.15,-1,-33.4021,-15.1436,-1,-33.4021,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
62,2023-11-12 20:43:01,76,321.0,321.0,-1.83105e-07,0.25,-1,-33.7154,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
63,2023-11-12 20:50:43,77,322.0,322.0,-1.83105e-07,0.35,-1,-33.7154,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
64,2023-11-12 20:58:31,78,323.0,323.0,-1.83105e-07,-0.35,-1,-34.0287,-15.1436,-1,-34.342,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
65,2023-11-12 21:06:13,79,324.0,324.0,-1.83105e-07,-0.25,-1,-34.342,-15.1436,-1,-34.0287,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
66,2023-11-12 21:13:59,80,325.0,325.0,-1.83105e-07,-0.15,-1,-34.0287,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
67,2023-11-12 21:21:46,81,326.0,326.0,-1.83105e-07,-0.05,-1,-33.7154,-15.1436,-1,-34.0287,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
68,2023-11-12 21:29:27,82,327.0,327.0,-1.83105e-07,0.05,-1,-33.7154,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
69,2023-11-12 21:37:14,83,328.0,328.0,-1.83105e-07,0.15,-1,-33.7154,-15.1436,-1,-33.4021,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
70,2023-11-12 21:44:56,84,329.0,329.0,-1.83105e-07,0.25,-1,-33.7154,-15.1436,-1,-33.7154,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
71,2023-11-12 21:52:38,85,330.0,330.0,-1.83105e-07,0.35,-1,-33.7154,-15.1436,-1,-33.0888,-15.1436,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
72,2023-11-12 22:26:55,87,332.0,332.0,-1.83105e-07,-0.35,-1,-40.6082,-15.1478,-1,-41.2348,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
73,2023-11-12 22:34:38,88,333.0,333.0,-1.83105e-07,-0.25,-1,-40.9215,-15.1478,-1,-41.2348,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
74,2023-11-12 22:42:22,89,334.0,334.0,-1.83105e-07,-0.15,-1,-41.2348,-15.1478,-1,-40.9215,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
75,2023-11-12 22:50:04,90,335.0,335.0,-1.83105e-07,-0.05,-1,-40.6082,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
76,2023-11-12 22:57:43,91,336.0,336.0,-1.83105e-07,0.05,-1,-40.6082,-15.1478,-1,-40.9215,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
77,2023-11-12 23:05:27,92,337.0,337.0,-1.83105e-07,0.15,-1,-40.2949,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
78,2023-11-12 23:13:15,93,338.0,338.0,-1.83105e-07,0.25,-1,-40.2949,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
79,2023-11-12 23:20:58,94,339.0,339.0,-1.83105e-07,0.35,-1,-40.6082,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
80,2023-11-12 23:28:54,95,340.0,340.0,-1.83105e-07,-0.35,-1,-40.9215,-15.1478,-1,-40.9215,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
