,date,SCAN_N,DEX1,DEX2,rams2x,rams2z,initial_load_volts,initial_load_newtons,initial_screw,final_load_volts,final_load_newtons,final_screw,ome_start_req,ome_end_req,nframes_req,ome_start_real,ome_end_real,nframes_real,step_real,count_time,load_step,MECHTEST_CYCLE_NUM,foil_in,det,junkstart,goodstart,ramsx,ramsz,scan_type
81,2023-11-12 23:36:36,96,341.0,341.0,-1.83105e-07,-0.25,-1,-40.9215,-15.1478,-1,-41.2348,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
82,2023-11-12 23:44:18,97,342.0,342.0,-1.83105e-07,-0.15,-1,-40.9215,-15.1478,-1,-41.2348,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
83,2023-11-12 23:52:09,98,343.0,343.0,-1.83105e-07,-0.05,-1,-40.6082,-15.1478,-1,-40.9215,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
84,2023-11-12 23:59:50,99,344.0,344.0,-1.83105e-07,0.05,-1,-40.6082,-15.1478,-1,-40.9215,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
85,2023-11-13 00:07:34,100,345.0,345.0,-1.83105e-07,0.15,-1,-40.9215,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
86,2023-11-13 00:15:19,101,346.0,346.0,-1.83105e-07,0.25,-1,-40.6082,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
87,2023-11-13 00:23:03,102,347.0,347.0,-1.83105e-07,0.35,-1,-40.6082,-15.1478,-1,-40.6082,-15.1478,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
88,2023-11-13 00:46:54,104,349.0,349.0,-1.83105e-07,-0.35,-1,-42.1748,-15.1506,-1,-42.4881,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
89,2023-11-13 00:54:35,105,350.0,350.0,-1.83105e-07,-0.25,-1,-42.4881,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
90,2023-11-13 01:02:15,106,351.0,351.0,-1.83105e-07,-0.15,-1,-42.8014,-15.1506,-1,-42.4881,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
91,2023-11-13 01:10:01,107,352.0,352.0,-1.83105e-07,-0.05,-1,-42.4881,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
92,2023-11-13 01:17:40,108,353.0,353.0,-1.83105e-07,0.05,-1,-42.1748,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
93,2023-11-13 01:25:20,109,354.0,354.0,-1.83105e-07,0.15,-1,-42.1748,-15.1506,-1,-41.8615,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
94,2023-11-13 01:33:00,110,355.0,355.0,-1.83105e-07,0.25,-1,-42.1748,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
95,2023-11-13 01:40:41,111,356.0,356.0,-1.83105e-07,0.35,-1,-42.1748,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
96,2023-11-13 01:48:28,112,357.0,357.0,-1.83105e-07,-0.35,-1,-42.8014,-15.1506,-1,-42.4881,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
97,2023-11-13 01:56:12,113,358.0,358.0,-1.83105e-07,-0.25,-1,-42.4881,-15.1506,-1,-42.8014,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
98,2023-11-13 02:03:54,114,359.0,359.0,-1.83105e-07,-0.15,-1,-42.4881,-15.1506,-1,-42.4881,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
99,2023-11-13 02:11:42,115,360.0,360.0,-1.83105e-07,-0.05,-1,-42.4881,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
100,2023-11-13 02:19:22,116,361.0,361.0,-1.83105e-07,0.05,-1,-42.1748,-15.1506,-1,-42.4881,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
101,2023-11-13 02:27:07,117,362.0,362.0,-1.83105e-07,0.15,-1,-41.8615,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
102,2023-11-13 02:34:47,118,363.0,363.0,-1.83105e-07,0.25,-1,-42.1748,-15.1506,-1,-41.8615,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
103,2023-11-13 02:42:29,119,364.0,364.0,-1.83105e-07,0.35,-1,-42.1748,-15.1506,-1,-42.1748,-15.1506,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
104,2023-11-13 04:53:14,121,366.0,366.0,-1.83105e-07,-0.35,-1,-42.8014,-15.1523,-1,-43.428,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
105,2023-11-13 05:00:59,122,367.0,367.0,-1.83105e-07,-0.25,-1,-43.428,-15.1523,-1,-43.7413,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
106,2023-11-13 05:08:47,123,368.0,368.0,-1.83105e-07,-0.15,-1,-43.428,-15.1523,-1,-43.428,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
107,2023-11-13 05:16:34,124,369.0,369.0,-1.83105e-07,-0.05,-1,-43.428,-15.1523,-1,-43.428,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
108,2023-11-13 05:24:21,125,370.0,370.0,-1.83105e-07,0.05,-1,-43.428,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
109,2023-11-13 05:32:11,126,371.0,371.0,-1.83105e-07,0.15,-1,-43.1147,-15.1523,-1,-42.8014,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
110,2023-11-13 05:40:03,127,372.0,372.0,-1.83105e-07,0.25,-1,-43.1147,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
111,2023-11-13 05:47:49,128,373.0,373.0,-1.83105e-07,0.35,-1,-42.8014,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
112,2023-11-13 05:55:43,129,374.0,374.0,-1.83105e-07,-0.35,-1,-43.428,-15.1523,-1,-43.7413,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
113,2023-11-13 06:03:32,130,375.0,375.0,-1.83105e-07,-0.25,-1,-43.428,-15.1523,-1,-43.428,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
114,2023-11-13 06:11:24,131,376.0,376.0,-1.83105e-07,-0.15,-1,-43.428,-15.1523,-1,-43.7413,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
115,2023-11-13 06:19:11,132,377.0,377.0,-1.83105e-07,-0.05,-1,-43.1147,-15.1523,-1,-43.7413,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
116,2023-11-13 06:27:03,133,378.0,378.0,-1.83105e-07,0.05,-1,-43.1147,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
117,2023-11-13 06:34:53,134,379.0,379.0,-1.83105e-07,0.15,-1,-43.1147,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
118,2023-11-13 06:42:39,135,380.0,380.0,-1.83105e-07,0.25,-1,-43.428,-15.1523,-1,-43.428,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
119,2023-11-13 06:50:30,136,381.0,381.0,-1.83105e-07,0.35,-1,-43.1147,-15.1523,-1,-43.1147,-15.1523,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
120,2023-11-13 07:14:28,138,383.0,383.0,-1.83105e-07,-0.35,-1,-45.6212,-15.1571,-1,-45.6212,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
121,2023-11-13 07:22:22,139,384.0,384.0,-1.83105e-07,-0.25,-1,-45.6212,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
122,2023-11-13 07:30:13,140,385.0,385.0,-1.83105e-07,-0.15,-1,-44.9946,-15.1571,-1,-45.6212,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
123,2023-11-13 07:38:00,141,386.0,386.0,-1.83105e-07,-0.05,-1,-45.3079,-15.1571,-1,-44.9946,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
124,2023-11-13 07:45:58,142,387.0,387.0,-1.83105e-07,0.05,-1,-45.3079,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
125,2023-11-13 07:53:44,143,388.0,388.0,-1.83105e-07,0.15,-1,-44.9946,-15.1571,-1,-44.9946,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
126,2023-11-13 08:01:32,144,389.0,389.0,-1.83105e-07,0.25,-1,-44.9946,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
127,2023-11-13 08:09:25,145,390.0,390.0,-1.83105e-07,0.35,-1,-45.3079,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
128,2023-11-13 08:17:16,146,391.0,391.0,-1.83105e-07,-0.35,-1,-45.6212,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
129,2023-11-13 08:25:08,147,392.0,392.0,-1.83105e-07,-0.25,-1,-45.6212,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
130,2023-11-13 08:32:55,148,393.0,393.0,-1.83105e-07,-0.15,-1,-45.6212,-15.1571,-1,-45.6212,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
131,2023-11-13 08:41:06,149,394.0,394.0,-1.83105e-07,-0.05,-1,-44.9946,-15.1571,-1,-45.3079,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
132,2023-11-13 08:48:55,150,395.0,395.0,-1.83105e-07,0.05,-1,-44.6812,-15.1571,-1,-44.6812,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
133,2023-11-13 08:56:38,151,396.0,396.0,-1.83105e-07,0.15,-1,-45.3079,-15.1571,-1,-44.6812,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
134,2023-11-13 09:04:24,152,397.0,397.0,-1.83105e-07,0.25,-1,-44.9946,-15.1571,-1,-44.6812,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
135,2023-11-13 09:12:15,153,398.0,398.0,-1.83105e-07,0.35,-1,-44.6812,-15.1571,-1,-44.6812,-15.1571,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
136,2023-11-13 09:41:35,156,401.0,401.0,-1.83105e-07,-0.35,-1,-46.5611,-15.159,-1,-47.1877,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
137,2023-11-13 09:49:27,157,402.0,402.0,-1.83105e-07,-0.25,-1,-47.1877,-15.159,-1,-47.1877,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
138,2023-11-13 09:57:16,158,403.0,403.0,-1.83105e-07,-0.15,-1,-47.1877,-15.159,-1,-47.1877,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
139,2023-11-13 10:04:58,159,404.0,404.0,-1.83105e-07,-0.05,-1,-46.8744,-15.159,-1,-46.8744,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
140,2023-11-13 10:12:49,160,405.0,405.0,-1.83105e-07,0.05,-1,-46.8744,-15.159,-1,-46.8744,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
141,2023-11-13 10:20:39,161,406.0,406.0,-1.83105e-07,0.15,-1,-46.5611,-15.159,-1,-46.8744,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
142,2023-11-13 10:28:25,162,407.0,407.0,-1.83105e-07,0.25,-1,-46.5611,-15.159,-1,-46.5611,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
143,2023-11-13 10:36:07,163,408.0,408.0,-1.83105e-07,0.35,-1,-46.5611,-15.159,-1,-46.8744,-15.159,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
144,2023-11-13 11:06:25,166,411.0,411.0,-1.83105e-07,-0.35,-1,-48.1277,-15.1609,-1,-48.1277,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
145,2023-11-13 11:14:08,167,412.0,412.0,-1.83105e-07,-0.25,-1,-48.1277,-15.1609,-1,-47.8143,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
146,2023-11-13 11:21:50,168,413.0,413.0,-1.83105e-07,-0.15,-1,-48.1277,-15.1609,-1,-48.1277,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
147,2023-11-13 11:29:38,169,414.0,414.0,-1.83105e-07,-0.05,-1,-47.8143,-15.1609,-1,-48.1277,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
148,2023-11-13 11:37:22,170,415.0,415.0,-1.83105e-07,0.05,-1,-47.8143,-15.1609,-1,-47.8143,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
149,2023-11-13 11:45:11,171,416.0,416.0,-1.83105e-07,0.15,-1,-48.1277,-15.1609,-1,-47.8143,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
150,2023-11-13 11:53:06,172,417.0,417.0,-1.83105e-07,0.25,-1,-47.501,-15.1609,-1,-47.501,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
151,2023-11-13 12:00:47,173,418.0,418.0,-1.83105e-07,0.35,-1,-47.501,-15.1609,-1,-47.501,-15.1609,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
152,2023-11-13 12:20:56,175,420.0,420.0,-1.83105e-07,-0.35,-1,-47.8143,-15.1637,-1,-48.1277,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
153,2023-11-13 12:28:36,176,421.0,421.0,-1.83105e-07,-0.25,-1,-47.8143,-15.1637,-1,-47.8143,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
154,2023-11-13 12:36:27,177,422.0,422.0,-1.83105e-07,-0.15,-1,-47.8143,-15.1637,-1,-48.1277,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
155,2023-11-13 12:44:13,178,423.0,423.0,-1.83105e-07,-0.05,-1,-47.8143,-15.1637,-1,-47.501,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
156,2023-11-13 12:51:54,179,424.0,424.0,-1.83105e-07,0.05,-1,-47.501,-15.1637,-1,-47.501,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
157,2023-11-13 12:59:48,180,425.0,425.0,-1.83105e-07,0.15,-1,-47.1877,-15.1637,-1,-47.501,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
158,2023-11-13 13:07:34,181,426.0,426.0,-1.83105e-07,0.25,-1,-47.1877,-15.1637,-1,-47.1877,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
159,2023-11-13 13:15:15,182,427.0,427.0,-1.83105e-07,0.35,-1,-47.501,-15.1637,-1,-47.8143,-15.1637,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
160,2023-11-13 13:38:59,184,429.0,429.0,-1.83105e-07,-0.35,-1,-49.0676,-15.1655,-1,-49.6942,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
161,2023-11-13 13:46:55,185,430.0,430.0,-1.83105e-07,-0.25,-1,-50.0075,-15.1655,-1,-50.0075,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
162,2023-11-13 13:54:35,186,431.0,431.0,-1.83105e-07,-0.15,-1,-49.6942,-15.1655,-1,-49.6942,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
163,2023-11-13 14:02:16,187,432.0,432.0,-1.83105e-07,-0.05,-1,-49.3809,-15.1655,-1,-49.3809,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
164,2023-11-13 14:10:06,188,433.0,433.0,-1.83105e-07,0.05,-1,-49.3809,-15.1655,-1,-49.0676,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
165,2023-11-13 14:17:49,189,434.0,434.0,-1.83105e-07,0.15,-1,-49.3809,-15.1655,-1,-49.3809,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
166,2023-11-13 14:25:32,190,435.0,435.0,-1.83105e-07,0.25,-1,-49.3809,-15.1655,-1,-49.0676,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
167,2023-11-13 14:33:13,191,436.0,436.0,-1.83105e-07,0.35,-1,-49.0676,-15.1655,-1,-49.3809,-15.1655,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
168,2023-11-13 14:54:08,193,438.0,438.0,-1.83105e-07,-0.35,-1,-50.3208,-15.1674,-1,-50.9475,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
169,2023-11-13 15:01:54,194,439.0,439.0,-1.83105e-07,-0.25,-1,-50.9475,-15.1674,-1,-51.2608,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
170,2023-11-13 15:09:33,195,440.0,440.0,-1.83105e-07,-0.15,-1,-50.9475,-15.1674,-1,-50.6341,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
171,2023-11-13 15:17:26,196,441.0,441.0,-1.83105e-07,-0.05,-1,-50.6341,-15.1674,-1,-50.3208,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
172,2023-11-13 15:25:13,197,442.0,442.0,-1.83105e-07,0.05,-1,-50.3208,-15.1674,-1,-50.0075,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
173,2023-11-13 15:32:55,198,443.0,443.0,-1.83105e-07,0.15,-1,-50.3208,-15.1674,-1,-50.3208,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
174,2023-11-13 15:40:53,199,444.0,444.0,-1.83105e-07,0.25,-1,-50.0075,-15.1674,-1,-50.0075,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
175,2023-11-13 15:48:42,200,445.0,445.0,-1.83105e-07,0.35,-1,-50.0075,-15.1674,-1,-50.0075,-15.1674,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
176,2023-11-13 16:11:13,203,448.0,448.0,-1.83105e-07,-0.35,-1,-47.8143,-15.1701,-1,-48.441,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
177,2023-11-13 16:18:54,204,449.0,449.0,-1.83105e-07,-0.25,-1,-48.441,-15.1701,-1,-48.441,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
178,2023-11-13 16:26:46,205,450.0,450.0,-1.83105e-07,-0.15,-1,-48.441,-15.1701,-1,-48.441,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
179,2023-11-13 16:34:32,206,451.0,451.0,-1.83105e-07,-0.05,-1,-48.441,-15.1701,-1,-48.1277,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
180,2023-11-13 16:42:25,207,452.0,452.0,-1.83105e-07,0.05,-1,-47.8143,-15.1701,-1,-47.8143,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
181,2023-11-13 16:50:05,208,453.0,453.0,-1.83105e-07,0.15,-1,-47.1877,-15.1701,-1,-47.501,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
182,2023-11-13 16:57:58,209,454.0,454.0,-1.83105e-07,0.25,-1,-47.501,-15.1701,-1,-47.8143,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
183,2023-11-13 17:05:42,210,455.0,455.0,-1.83105e-07,0.35,-1,-47.8143,-15.1701,-1,-47.8143,-15.1701,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
184,2023-11-13 17:23:46,212,457.0,457.0,-1.83105e-07,-0.35,-1,-52.8273,-15.1724,-1,-52.514,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
185,2023-11-13 17:31:36,213,458.0,458.0,-1.83105e-07,-0.25,-1,-52.514,-15.1724,-1,-52.2007,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
186,2023-11-13 17:39:19,214,459.0,459.0,-1.83105e-07,-0.15,-1,-52.2007,-15.1724,-1,-52.2007,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
187,2023-11-13 17:47:00,215,460.0,460.0,-1.83105e-07,-0.05,-1,-52.2007,-15.1724,-1,-52.2007,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
188,2023-11-13 17:54:42,216,461.0,461.0,-1.83105e-07,0.05,-1,-52.2007,-15.1724,-1,-51.8874,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
189,2023-11-13 18:02:36,217,462.0,462.0,-1.83105e-07,0.15,-1,-52.2007,-15.1724,-1,-52.2007,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
190,2023-11-13 18:10:25,218,463.0,463.0,-1.83105e-07,0.25,-1,-51.8874,-15.1724,-1,-51.8874,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
191,2023-11-13 18:18:16,219,464.0,464.0,-1.83105e-07,0.35,-1,-51.8874,-15.1724,-1,-51.8874,-15.1724,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
192,2023-11-13 18:36:26,221,466.0,466.0,-1.83105e-07,-0.35,-1,-49.3809,-15.1743,-1,-49.6942,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
193,2023-11-13 18:44:18,222,467.0,467.0,-1.83105e-07,-0.25,-1,-50.0075,-15.1743,-1,-50.0075,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
194,2023-11-13 18:52:03,223,468.0,468.0,-1.83105e-07,-0.15,-1,-49.6942,-15.1743,-1,-50.0075,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
195,2023-11-13 18:59:49,224,469.0,469.0,-1.83105e-07,-0.05,-1,-49.3809,-15.1743,-1,-49.6942,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
196,2023-11-13 19:07:36,225,470.0,470.0,-1.83105e-07,0.05,-1,-49.6942,-15.1743,-1,-49.3809,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
197,2023-11-13 19:15:17,226,471.0,471.0,-1.83105e-07,0.15,-1,-49.3809,-15.1743,-1,-49.3809,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
198,2023-11-13 19:23:03,227,472.0,472.0,-1.83105e-07,0.25,-1,-49.3809,-15.1743,-1,-49.3809,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
199,2023-11-13 19:30:46,228,473.0,473.0,-1.83105e-07,0.35,-1,-49.3809,-15.1743,-1,-49.3809,-15.1743,0,360,1440,-0.000635593,359.944,1441,0.249788,0.25,0,1,0,dexela,,,,,
0,2023-11-13 21:12:48,238,,,,,-1,-50.0075,-15.1743,-1,-48.441,-15.1743,0,90,360,-0.000635593,89.9231,360,0.249788,4.0,0,1,0,retiga,37138.0,37142.0,-1.83105e-07,-0.2375,
1,2023-11-13 21:38:23,239,,,,,-1,-48.441,-15.1743,-1,-50.3208,-15.1743,90,180,360,89.9994,179.923,360,0.249788,4.0,0,1,0,retiga,37504.0,37508.0,-1.83105e-07,-0.2375,
2,2023-11-13 22:03:59,240,,,,,-1,-50.0075,-15.1743,-1,-50.3208,-15.1743,180,270,360,179.999,269.923,360,0.249788,4.0,0,1,0,retiga,37870.0,37874.0,-1.83105e-07,-0.2375,
